Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2001,2001 Annual,Binge Drinking,Delaware,34,16.1,0.39,18.5,13.7,AHR data,
2001,2001 Annual,Binge Drinking,Florida,18,12.9,-0.5,14.2,11.6,AHR data,
2001,2001 Annual,Binge Drinking,Georgia,10,11.1,-1,12.7,9.5,AHR data,
2001,2001 Annual,Binge Drinking,Hawaii,30,15.7,0.28,17.6,13.8,AHR data,
2001,2001 Annual,Binge Drinking,Idaho,24,14.8,0.03,16.3,13.4,AHR data,
2001,2001 Annual,Binge Drinking,Illinois,44,18.1,0.95,20.5,15.7,AHR data,
2001,2001 Annual,Binge Drinking,Indiana,35,16.4,0.47,19.2,13.6,AHR data,
2001,2001 Annual,Binge Drinking,Iowa,44,18.1,0.95,19.7,16.5,AHR data,
2001,2001 Annual,Binge Drinking,Kansas,15,12.3,-0.67,14.1,10.5,AHR data,
2001,2001 Annual,Binge Drinking,Kentucky,6,9.7,-1.39,10.9,8.5,AHR data,
2001,2001 Annual,Binge Drinking,Louisiana,26,15.1,0.11,17.2,13,AHR data,
2001,2001 Annual,Binge Drinking,Maine,20,14.3,-0.11,16.6,12,AHR data,
2001,2001 Annual,Binge Drinking,Maryland,16,12.7,-0.56,14.3,11.1,AHR data,
2001,2001 Annual,Binge Drinking,Massachusetts,41,17.5,0.78,19.8,15.6,AHR data,
2001,2001 Annual,Binge Drinking,Michigan,47,18.9,1.17,20.8,17.1,AHR data,
2001,2001 Annual,Binge Drinking,Minnesota,31,16,0.36,17.1,14.9,AHR data,
2001,2001 Annual,Binge Drinking,Mississippi,11,11.2,-0.97,13,9.4,AHR data,
2001,2001 Annual,Binge Drinking,Missouri,31,16,0.36,18,13.9,AHR data,
2001,2001 Annual,Binge Drinking,Montana,31,16,0.36,18.1,13.9,AHR data,
2001,2001 Annual,Binge Drinking,Nebraska,37,16.5,0.5,18.3,14.5,AHR data,
2001,2001 Annual,Binge Drinking,Nevada,49,20.1,1.5,23.6,16.5,AHR data,
2001,2001 Annual,Binge Drinking,New Hampshire,43,18,0.92,20.9,15.1,AHR data,
2001,2001 Annual,Binge Drinking,New Jersey,16,12.7,-0.56,14.3,11.1,AHR data,
2001,2001 Annual,Binge Drinking,New Mexico,24,14.8,0.03,16.7,12.7,AHR data,
2001,2001 Annual,Binge Drinking,New York,14,11.7,-0.83,13.3,10.1,AHR data,
2001,2001 Annual,Binge Drinking,North Carolina,9,10.4,-1.2,12.1,8.7,AHR data,
2001,2001 Annual,Binge Drinking,North Dakota,48,19.1,1.22,21.1,17.1,AHR data,
2001,2001 Annual,Binge Drinking,Ohio,8,10.1,-1.28,12.2,8,AHR data,
2001,2001 Annual,Binge Drinking,Oklahoma,2,8.3,-1.78,10.1,6.9,AHR data,
2001,2001 Annual,Binge Drinking,Oregon,22,14.5,-0.06,16.4,12.7,AHR data,
2001,2001 Annual,Binge Drinking,Pennsylvania,27,15.3,0.17,16.8,13.8,AHR data,
2001,2001 Annual,Binge Drinking,Rhode Island,28,15.4,0.19,17,13.3,AHR data,
2001,2001 Annual,Binge Drinking,South Carolina,12,11.5,-0.89,13.1,9.9,AHR data,
2001,2001 Annual,Binge Drinking,South Dakota,46,18.8,1.14,20.7,16.9,AHR data,
2001,2001 Annual,Binge Drinking,Tennessee,1,7.5,-2,8.7,6.3,AHR data,
2001,2001 Annual,Binge Drinking,Texas,40,17.3,0.72,19,15.7,AHR data,
2001,2001 Annual,Binge Drinking,Utah,5,9.1,-1.56,10.5,7.7,AHR data,
2001,2001 Annual,Binge Drinking,Vermont,39,16.8,0.58,18.6,15,AHR data,
2001,2001 Annual,Binge Drinking,Virginia,19,13.6,-0.31,15.5,11.7,AHR data,
2001,2001 Annual,Binge Drinking,Washington,21,14.4,-0.08,15.9,12.9,AHR data,
2001,2001 Annual,Binge Drinking,West Virginia,3,8.5,-1.72,9.8,7.2,AHR data,
2001,2001 Annual,Binge Drinking,Wisconsin,50,25.2,2,27.5,22.9,AHR data,
2001,2001 Annual,Binge Drinking,Wyoming,35,16.4,0.47,18.3,14.5,AHR data,
2001,2001 Annual,Binge Drinking,United States,,14.7,,,,AHR data,
2001,2001 Annual,Binge Drinking,District of Columbia,,12.5,,14.8,10.2,AHR data,
2001,2001 Annual,Cancer Deaths,Alabama,44,213.7,0.84,216.2,211.2,AHR data,
2001,2001 Annual,Cancer Deaths,Alaska,19,195,-0.31,203.7,186.3,AHR data,
2001,2001 Annual,Cancer Deaths,Arizona,5,176.3,-1.46,178.4,174.2,AHR data,
2001,2001 Annual,Cancer Deaths,Arkansas,39,211.5,0.7,214.6,208.4,AHR data,
2001,2001 Annual,Cancer Deaths,California,8,183.8,-1,184.7,182.9,AHR data,
2001,2001 Annual,Cancer Deaths,Colorado,3,172.3,-1.71,174.8,169.8,AHR data,
2001,2001 Annual,Cancer Deaths,Connecticut,16,193.1,-0.43,195.7,190.5,AHR data,
2001,2001 Annual,Cancer Deaths,Delaware,46,220.8,1.27,226.8,214.8,AHR data,
2001,2001 Annual,Cancer Deaths,Florida,14,191.2,-0.55,192.3,190.1,AHR data,
2001,2001 Annual,Cancer Deaths,Georgia,25,203.7,0.22,205.7,201.7,AHR data,
2001,2001 Annual,Cancer Deaths,Hawaii,2,158.1,-2,162.2,154,AHR data,
2001,2001 Annual,Cancer Deaths,Idaho,6,181,-1.17,185.5,176.5,AHR data,
2001,2001 Annual,Cancer Deaths,Illinois,35,208.3,0.5,209.8,206.8,AHR data,
2001,2001 Annual,Cancer Deaths,Indiana,42,213.4,0.82,215.5,211.3,AHR data,
2001,2001 Annual,Cancer Deaths,Iowa,12,188.9,-0.69,191.6,186.2,AHR data,
2001,2001 Annual,Cancer Deaths,Kansas,11,187.8,-0.76,190.7,184.9,AHR data,
2001,2001 Annual,Cancer Deaths,Kentucky,49,225.3,1.55,228,222.6,AHR data,
2001,2001 Annual,Cancer Deaths,Louisiana,50,231.4,1.92,234.1,228.7,AHR data,
2001,2001 Annual,Cancer Deaths,Maine,41,212.7,0.77,217.1,208.3,AHR data,
2001,2001 Annual,Cancer Deaths,Maryland,40,211.8,0.72,214.2,209.4,AHR data,
2001,2001 Annual,Cancer Deaths,Massachusetts,30,206.9,0.42,208.9,204.9,AHR data,
2001,2001 Annual,Cancer Deaths,Michigan,27,204.5,0.27,206.1,202.9,AHR data,
2001,2001 Annual,Cancer Deaths,Minnesota,10,187.4,-0.78,189.6,185.2,AHR data,
2001,2001 Annual,Cancer Deaths,Mississippi,47,221.4,1.31,224.6,218.2,AHR data,
2001,2001 Annual,Cancer Deaths,Missouri,34,208,0.49,210.1,205.9,AHR data,
2001,2001 Annual,Cancer Deaths,Montana,18,194.9,-0.32,200,189.8,AHR data,
2001,2001 Annual,Cancer Deaths,Nebraska,7,183.3,-1.03,186.9,179.7,AHR data,
2001,2001 Annual,Cancer Deaths,Nevada,29,206.7,0.41,210.7,202.7,AHR data,
2001,2001 Annual,Cancer Deaths,New Hampshire,33,207.4,0.45,212.1,202.7,AHR data,
2001,2001 Annual,Cancer Deaths,New Jersey,37,210.5,0.64,212.3,208.7,AHR data,
2001,2001 Annual,Cancer Deaths,New Mexico,4,172.8,-1.68,176.5,169.1,AHR data,
2001,2001 Annual,Cancer Deaths,New York,20,196,-0.25,197.1,194.9,AHR data,
2001,2001 Annual,Cancer Deaths,North Carolina,26,204.2,0.25,206,202.4,AHR data,
2001,2001 Annual,Cancer Deaths,North Dakota,9,184.4,-0.96,190,178.8,AHR data,
2001,2001 Annual,Cancer Deaths,Ohio,42,213.4,0.82,214.9,211.9,AHR data,
2001,2001 Annual,Cancer Deaths,Oklahoma,28,204.7,0.28,207.4,202,AHR data,
2001,2001 Annual,Cancer Deaths,Oregon,23,199.5,-0.04,202.2,196.8,AHR data,
2001,2001 Annual,Cancer Deaths,Pennsylvania,36,208.4,0.51,209.7,207.1,AHR data,
2001,2001 Annual,Cancer Deaths,Rhode Island,38,211,0.67,215.8,206.2,AHR data,
2001,2001 Annual,Cancer Deaths,South Carolina,31,207.2,0.44,209.8,204.6,AHR data,
2001,2001 Annual,Cancer Deaths,South Dakota,15,191.3,-0.54,196.7,185.9,AHR data,
2001,2001 Annual,Cancer Deaths,Tennessee,45,214.4,0.88,216.6,212.2,AHR data,
2001,2001 Annual,Cancer Deaths,Texas,22,196.4,-0.23,197.6,195.2,AHR data,
2001,2001 Annual,Cancer Deaths,Utah,1,154.1,-2,157.7,150.5,AHR data,
2001,2001 Annual,Cancer Deaths,Vermont,24,203.3,0.2,209.8,196.8,AHR data,
2001,2001 Annual,Cancer Deaths,Virginia,31,207.2,0.44,209.2,205.2,AHR data,
2001,2001 Annual,Cancer Deaths,Washington,17,193.8,-0.39,195.9,191.7,AHR data,
2001,2001 Annual,Cancer Deaths,West Virginia,48,224.2,1.48,227.9,220.5,AHR data,
2001,2001 Annual,Cancer Deaths,Wisconsin,21,196.3,-0.23,198.4,194.2,AHR data,
2001,2001 Annual,Cancer Deaths,Wyoming,13,190.1,-0.61,197.4,182.8,AHR data,
2001,2001 Annual,Cancer Deaths,United States,,200.1,,200.4,199.8,AHR data,
2001,2001 Annual,Cancer Deaths,District of Columbia,,241.8,,249.2,234.4,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Alabama,35,215.6,0.42,,215.6,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Alaska,12,193.9,-0.79,,193.9,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Arizona,8,190.2,-1,,190.2,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Arkansas,39,218,0.55,,218,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,California,9,192.6,-0.86,,192.6,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Colorado,4,176.9,-1.74,,176.9,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Connecticut,17,202.2,-0.33,,202.2,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Delaware,49,233.8,1.43,,233.8,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Florida,18,202.6,-0.31,,202.6,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Georgia,23,205.9,-0.12,,205.9,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Hawaii,1,144,-2,,144,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Idaho,3,174.9,-1.85,,174.9,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Illinois,31,213.9,0.32,,213.9,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Indiana,45,222.1,0.78,,222.1,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Iowa,14,199,-0.51,,199,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Kansas,13,197.6,-0.59,,197.6,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Kentucky,50,234.4,1.47,,234.4,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Louisiana,47,228.1,1.11,,228.1,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Maine,37,216.5,0.47,,216.5,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Maryland,38,217,0.5,,217,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Massachusetts,34,215.3,0.4,,215.3,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Michigan,24,206.4,-0.09,,206.4,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Minnesota,15,201.9,-0.35,,201.9,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Mississippi,32,214.9,0.38,,214.9,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Missouri,36,216,0.44,,216,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Montana,21,205.2,-0.16,,205.2,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Nebraska,10,192.8,-0.85,,192.8,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Nevada,42,220.2,0.67,,220.2,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,New Hampshire,33,215.2,0.4,,215.2,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,New Jersey,41,219.3,0.62,,219.3,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,New Mexico,5,177.8,-1.69,,177.8,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,New York,16,202,-0.34,,202,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,North Carolina,26,206.9,-0.07,,206.9,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,North Dakota,7,189.3,-1.05,,189.3,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Ohio,43,220.5,0.69,,220.5,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Oklahoma,30,213.6,0.31,,213.6,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Oregon,24,206.4,-0.09,,206.4,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Pennsylvania,40,218.8,0.6,,218.8,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Rhode Island,46,223.6,0.86,,223.6,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,South Carolina,21,205.2,-0.16,,205.2,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,South Dakota,6,178.3,-1.66,,178.3,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Tennessee,44,221.8,0.76,,221.8,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Texas,20,204.5,-0.2,,204.5,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Utah,2,160.9,-2,,160.9,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Vermont,29,212.5,0.25,,212.5,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Virginia,28,210.9,0.16,,210.9,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Washington,19,203.1,-0.28,,203.1,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,West Virginia,48,228.4,1.13,,228.4,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Wisconsin,27,207.8,-0.02,,207.8,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,Wyoming,11,193.1,-0.84,,193.1,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,United States,,208.1,,,208.1,AHR data,
2001,2001 Annual,Cancer Deaths-Race Adjusted,District of Columbia,,,,,,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Alabama,45,388.2,1.08,391.5,384.9,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Alaska,6,284.7,-1.46,296.4,273,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Arizona,7,290.4,-1.32,293.2,287.6,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Arkansas,44,387.6,1.06,391.7,383.5,AHR data,
2001,2001 Annual,Cardiovascular Deaths,California,27,332.9,-0.28,334.1,331.7,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Colorado,5,282.2,-1.52,285.5,278.9,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Connecticut,18,313.9,-0.74,317.1,310.7,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Delaware,26,331.4,-0.31,338.9,323.9,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Florida,16,311.2,-0.81,312.6,309.8,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Georgia,41,379.1,0.86,381.9,376.3,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Hawaii,4,278.6,-1.61,284.1,273.1,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Idaho,11,299.7,-1.09,305.5,293.9,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Illinois,33,352.8,0.21,354.7,350.9,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Indiana,37,366.8,0.55,369.6,364,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Iowa,25,324.9,-0.47,328.2,321.6,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Kansas,21,321.1,-0.57,324.8,317.4,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Kentucky,46,393.9,1.22,397.5,390.3,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Louisiana,43,384,0.98,387.5,380.5,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Maine,23,322.1,-0.54,327.4,316.8,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Maryland,29,334.4,-0.24,337.4,331.4,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Massachusetts,9,296.6,-1.17,298.9,294.3,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Michigan,39,373.6,0.72,375.8,371.4,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Minnesota,1,270.4,-1.81,273,267.8,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Mississippi,50,437.7,2,442.2,433.2,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Missouri,42,381,0.9,383.8,378.2,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Montana,8,293.5,-1.24,299.7,287.3,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Nebraska,23,322.1,-0.54,326.7,317.5,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Nevada,31,348.8,0.11,354.3,343.3,AHR data,
2001,2001 Annual,Cardiovascular Deaths,New Hampshire,19,315.8,-0.7,321.7,309.9,AHR data,
2001,2001 Annual,Cardiovascular Deaths,New Jersey,28,333,-0.27,335.2,330.8,AHR data,
2001,2001 Annual,Cardiovascular Deaths,New Mexico,3,277.6,-1.63,282.3,272.9,AHR data,
2001,2001 Annual,Cardiovascular Deaths,New York,36,365.3,0.52,366.8,363.8,AHR data,
2001,2001 Annual,Cardiovascular Deaths,North Carolina,35,357.7,0.33,360.2,355.2,AHR data,
2001,2001 Annual,Cardiovascular Deaths,North Dakota,14,307.1,-0.91,314.1,300.1,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Ohio,38,367.1,0.56,369.1,365.1,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Oklahoma,48,401.5,1.41,405.3,397.7,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Oregon,12,303.4,-1,306.7,300.1,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Pennsylvania,34,353.3,0.22,355,351.6,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Rhode Island,20,317.6,-0.65,323.3,311.9,AHR data,
2001,2001 Annual,Cardiovascular Deaths,South Carolina,40,379,0.85,382.6,375.4,AHR data,
2001,2001 Annual,Cardiovascular Deaths,South Dakota,15,309.1,-0.86,315.7,302.5,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Tennessee,47,396.7,1.29,399.7,393.7,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Texas,32,352.6,0.21,354.3,350.9,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Utah,2,271.8,-1.78,276.7,266.9,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Vermont,13,304.9,-0.96,312.8,297,AHR data,
2001,2001 Annual,Cardiovascular Deaths,Virginia,30,342.4,-0.04,345.1,339.7,AHR data,
