Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2002,2002 Annual,All Determinants,Pennsylvania,23,0.168,,,,AHR data,
2002,2002 Annual,All Determinants,Rhode Island,8,0.408,,,,AHR data,
2002,2002 Annual,All Determinants,South Carolina,47,-0.465,,,,AHR data,
2002,2002 Annual,All Determinants,South Dakota,18,0.246,,,,AHR data,
2002,2002 Annual,All Determinants,Tennessee,43,-0.284,,,,AHR data,
2002,2002 Annual,All Determinants,Texas,42,-0.256,,,,AHR data,
2002,2002 Annual,All Determinants,United States,,,,,,AHR data,
2002,2002 Annual,All Determinants,Utah,6,0.443,,,,AHR data,
2002,2002 Annual,All Determinants,Vermont,5,0.487,,,,AHR data,
2002,2002 Annual,All Determinants,Virginia,12,0.344,,,,AHR data,
2002,2002 Annual,All Determinants,Washington,16,0.278,,,,AHR data,
2002,2002 Annual,All Determinants,West Virginia,37,-0.221,,,,AHR data,
2002,2002 Annual,All Determinants,Wisconsin,10,0.362,,,,AHR data,
2002,2002 Annual,All Determinants,Wyoming,26,0.063,,,,AHR data,
2002,2002 Annual,All Outcomes,South Dakota,11,0.332,,,,AHR data,
2002,2002 Annual,All Outcomes,Tennessee,43,-0.441,,,,AHR data,
2002,2002 Annual,All Outcomes,Texas,28,0.068,,,,AHR data,
2002,2002 Annual,All Outcomes,United States,,,,,,AHR data,
2002,2002 Annual,All Outcomes,Utah,1,0.623,,,,AHR data,
2002,2002 Annual,All Outcomes,Vermont,17,0.239,,,,AHR data,
2002,2002 Annual,All Outcomes,Virginia,30,0.014,,,,AHR data,
2002,2002 Annual,All Outcomes,Washington,8,0.393,,,,AHR data,
2002,2002 Annual,All Outcomes,West Virginia,47,-0.505,,,,AHR data,
2002,2002 Annual,All Outcomes,Wisconsin,19,0.195,,,,AHR data,
2002,2002 Annual,All Outcomes,Wyoming,23,0.169,,,,AHR data,
2002,2002 Annual,All Outcomes,Alaska,6,0.455,,,,AHR data,
2002,2002 Annual,All Outcomes,Arizona,20,0.194,,,,AHR data,
2002,2002 Annual,All Outcomes,Arkansas,44,-0.448,,,,AHR data,
2002,2002 Annual,All Outcomes,California,13,0.295,,,,AHR data,
2002,2002 Annual,All Outcomes,Colorado,5,0.465,,,,AHR data,
2002,2002 Annual,All Outcomes,Connecticut,12,0.305,,,,AHR data,
2002,2002 Annual,All Outcomes,Delaware,38,-0.208,,,,AHR data,
2002,2002 Annual,All Outcomes,Florida,27,0.077,,,,AHR data,
2002,2002 Annual,All Outcomes,Georgia,40,-0.258,,,,AHR data,
2002,2002 Annual,All Outcomes,Hawaii,2,0.602,,,,AHR data,
2002,2002 Annual,All Outcomes,Idaho,9,0.364,,,,AHR data,
2002,2002 Annual,All Outcomes,Illinois,32,-0.118,,,,AHR data,
2002,2002 Annual,All Outcomes,Indiana,39,-0.216,,,,AHR data,
2002,2002 Annual,All Outcomes,Iowa,14,0.29,,,,AHR data,
2002,2002 Annual,All Outcomes,Kansas,22,0.173,,,,AHR data,
2002,2002 Annual,All Outcomes,Kentucky,45,-0.463,,,,AHR data,
2002,2002 Annual,All Outcomes,Louisiana,48,-0.526,,,,AHR data,
2002,2002 Annual,All Outcomes,Maine,24,0.153,,,,AHR data,
2002,2002 Annual,All Outcomes,Maryland,31,-0.06,,,,AHR data,
2002,2002 Annual,All Outcomes,Alabama,49,-0.546,,,,AHR data,
2002,2002 Annual,All Outcomes,Massachusetts,10,0.342,,,,AHR data,
2002,2002 Annual,All Outcomes,Michigan,34,-0.133,,,,AHR data,
2002,2002 Annual,All Outcomes,Minnesota,4,0.473,,,,AHR data,
2002,2002 Annual,All Outcomes,Mississippi,50,-0.674,,,,AHR data,
2002,2002 Annual,All Outcomes,Missouri,41,-0.262,,,,AHR data,
2002,2002 Annual,All Outcomes,Montana,18,0.215,,,,AHR data,
2002,2002 Annual,All Outcomes,Nebraska,21,0.191,,,,AHR data,
2002,2002 Annual,All Outcomes,Nevada,35,-0.174,,,,AHR data,
2002,2002 Annual,All Outcomes,New Hampshire,7,0.41,,,,AHR data,
2002,2002 Annual,All Outcomes,New Jersey,29,0.064,,,,AHR data,
2002,2002 Annual,All Outcomes,New Mexico,15,0.258,,,,AHR data,
2002,2002 Annual,All Outcomes,New York,26,0.085,,,,AHR data,
2002,2002 Annual,All Outcomes,North Carolina,36,-0.187,,,,AHR data,
2002,2002 Annual,All Outcomes,North Dakota,3,0.482,,,,AHR data,
2002,2002 Annual,All Outcomes,Ohio,37,-0.19,,,,AHR data,
2002,2002 Annual,All Outcomes,Oklahoma,46,-0.476,,,,AHR data,
2002,2002 Annual,All Outcomes,Oregon,15,0.258,,,,AHR data,
2002,2002 Annual,All Outcomes,Pennsylvania,33,-0.125,,,,AHR data,
2002,2002 Annual,All Outcomes,Rhode Island,25,0.122,,,,AHR data,
2002,2002 Annual,All Outcomes,South Carolina,42,-0.36,,,,AHR data,
2002,2002 Annual,Binge Drinking,Alabama,8,11.6,-0.98,13.2,10.1,AHR data,
2002,2002 Annual,Binge Drinking,Alaska,47,18.5,1.07,21.1,15.9,AHR data,
2002,2002 Annual,Binge Drinking,Arizona,24,15.2,0.09,17.2,13.2,AHR data,
2002,2002 Annual,Binge Drinking,Arkansas,7,10.8,-1.22,12.3,9.3,AHR data,
2002,2002 Annual,Binge Drinking,California,30,15.5,0.18,17,14,AHR data,
2002,2002 Annual,Binge Drinking,Colorado,38,17,0.63,19,15,AHR data,
2002,2002 Annual,Binge Drinking,Connecticut,18,13.9,-0.3,15.6,12.3,AHR data,
2002,2002 Annual,Binge Drinking,Delaware,40,17.2,0.69,19.6,14.8,AHR data,
2002,2002 Annual,Binge Drinking,Florida,13,12.4,-0.75,13.6,11.2,AHR data,
2002,2002 Annual,Binge Drinking,Georgia,11,12.1,-0.84,13.7,10.6,AHR data,
2002,2002 Annual,Binge Drinking,Hawaii,9,11.9,-0.9,13.8,10,AHR data,
2002,2002 Annual,Binge Drinking,Idaho,17,13.8,-0.33,15.1,12.5,AHR data,
2002,2002 Annual,Binge Drinking,Illinois,44,18,0.93,20.4,15.9,AHR data,
2002,2002 Annual,Binge Drinking,Indiana,33,16.2,0.39,19,13.4,AHR data,
2002,2002 Annual,Binge Drinking,Iowa,41,17.3,0.72,18.9,15.7,AHR data,
2002,2002 Annual,Binge Drinking,Kansas,16,13.5,-0.42,14.8,12.2,AHR data,
2002,2002 Annual,Binge Drinking,Kentucky,3,9.3,-1.67,10.4,8.2,AHR data,
2002,2002 Annual,Binge Drinking,Louisiana,20,14.1,-0.24,16.2,12.6,AHR data,
2002,2002 Annual,Binge Drinking,Maine,24,15.2,0.09,17.2,12.9,AHR data,
2002,2002 Annual,Binge Drinking,Maryland,19,14,-0.27,15.6,12.4,AHR data,
2002,2002 Annual,Binge Drinking,Massachusetts,42,17.8,0.87,19.2,16.3,AHR data,
2002,2002 Annual,Binge Drinking,Michigan,46,18.4,1.04,20.3,16.5,AHR data,
2002,2002 Annual,Binge Drinking,Minnesota,42,17.8,0.87,19.3,16.3,AHR data,
2002,2002 Annual,Binge Drinking,Mississippi,9,11.9,-0.9,13.7,10.3,AHR data,
2002,2002 Annual,Binge Drinking,Missouri,27,15.3,0.12,16.9,13.7,AHR data,
2002,2002 Annual,Binge Drinking,Montana,38,17,0.63,19.1,14.9,AHR data,
2002,2002 Annual,Binge Drinking,Nebraska,30,15.5,0.18,17.2,13.8,AHR data,
2002,2002 Annual,Binge Drinking,Nevada,48,18.9,1.19,21.5,16.3,AHR data,
2002,2002 Annual,Binge Drinking,New Hampshire,37,16.8,0.57,19.7,14.4,AHR data,
2002,2002 Annual,Binge Drinking,New Jersey,14,13.2,-0.51,14.7,11.7,AHR data,
2002,2002 Annual,Binge Drinking,New Mexico,28,15.4,0.15,16.9,13.9,AHR data,
2002,2002 Annual,Binge Drinking,New York,21,14.2,-0.21,15.8,12.6,AHR data,
2002,2002 Annual,Binge Drinking,North Carolina,6,10.5,-1.31,12.2,8.8,AHR data,
2002,2002 Annual,Binge Drinking,North Dakota,49,21.2,1.88,23.2,19.2,AHR data,
2002,2002 Annual,Binge Drinking,Ohio,24,15.2,0.09,17.3,13.1,AHR data,
2002,2002 Annual,Binge Drinking,Oklahoma,4,9.9,-1.49,11.4,8.4,AHR data,
2002,2002 Annual,Binge Drinking,Oregon,23,14.8,-0.03,16.7,13,AHR data,
2002,2002 Annual,Binge Drinking,Pennsylvania,32,15.8,0.27,17.3,14.3,AHR data,
2002,2002 Annual,Binge Drinking,Rhode Island,28,15.4,0.15,16.9,13.9,AHR data,
2002,2002 Annual,Binge Drinking,South Carolina,12,12.3,-0.78,13.7,10.9,AHR data,
2002,2002 Annual,Binge Drinking,South Dakota,44,18,0.93,19.4,16.6,AHR data,
2002,2002 Annual,Binge Drinking,Tennessee,1,7.3,-2,8.6,6,AHR data,
2002,2002 Annual,Binge Drinking,Texas,33,16.2,0.39,17.7,14.7,AHR data,
2002,2002 Annual,Binge Drinking,Utah,4,9.9,-1.49,11.3,8.5,AHR data,
2002,2002 Annual,Binge Drinking,Vermont,35,16.4,0.45,18.1,14.7,AHR data,
2002,2002 Annual,Binge Drinking,Virginia,15,13.4,-0.45,15.1,11.7,AHR data,
2002,2002 Annual,Binge Drinking,Washington,22,14.7,-0.06,16.1,13.2,AHR data,
2002,2002 Annual,Binge Drinking,West Virginia,2,9,-1.76,10.3,7.7,AHR data,
2002,2002 Annual,Binge Drinking,Wisconsin,50,26.2,2,28.5,23.9,AHR data,
2002,2002 Annual,Binge Drinking,Wyoming,36,16.6,0.51,18.4,14.8,AHR data,
2002,2002 Annual,Binge Drinking,United States,,14.9,,,,AHR data,
2002,2002 Annual,Binge Drinking,District of Columbia,,14.2,,16.5,11.9,AHR data,
2002,2002 Annual,Cancer Deaths,Alabama,44,214.3,0.84,216.7,211.9,AHR data,
2002,2002 Annual,Cancer Deaths,Alaska,22,199.6,-0.08,208.3,190.9,AHR data,
2002,2002 Annual,Cancer Deaths,Arizona,5,177.2,-1.48,179.3,175.1,AHR data,
2002,2002 Annual,Cancer Deaths,Arkansas,40,210.8,0.62,213.8,207.8,AHR data,
2002,2002 Annual,Cancer Deaths,California,6,182.3,-1.16,183.2,181.4,AHR data,
2002,2002 Annual,Cancer Deaths,Colorado,3,171.7,-1.82,174.2,169.2,AHR data,
2002,2002 Annual,Cancer Deaths,Connecticut,15,191.5,-0.59,194.1,188.9,AHR data,
2002,2002 Annual,Cancer Deaths,Delaware,43,214.2,0.83,220.1,208.3,AHR data,
2002,2002 Annual,Cancer Deaths,Florida,14,190.7,-0.64,191.8,189.6,AHR data,
2002,2002 Annual,Cancer Deaths,Georgia,25,204.1,0.2,206.1,202.1,AHR data,
2002,2002 Annual,Cancer Deaths,Hawaii,2,158.4,-2,162.4,154.4,AHR data,
2002,2002 Annual,Cancer Deaths,Idaho,7,183,-1.12,187.5,178.5,AHR data,
2002,2002 Annual,Cancer Deaths,Illinois,37,210.3,0.59,211.8,208.8,AHR data,
2002,2002 Annual,Cancer Deaths,Indiana,45,215.2,0.89,217.3,213.1,AHR data,
2002,2002 Annual,Cancer Deaths,Iowa,13,190.6,-0.64,193.3,187.9,AHR data,
2002,2002 Annual,Cancer Deaths,Kansas,10,188.1,-0.8,191,185.2,AHR data,
2002,2002 Annual,Cancer Deaths,Kentucky,49,226.1,1.57,228.8,223.4,AHR data,
2002,2002 Annual,Cancer Deaths,Louisiana,50,230.7,1.86,233.4,228,AHR data,
2002,2002 Annual,Cancer Deaths,Maine,41,212.2,0.71,216.5,207.9,AHR data,
2002,2002 Annual,Cancer Deaths,Maryland,39,210.4,0.59,212.7,208.1,AHR data,
2002,2002 Annual,Cancer Deaths,Massachusetts,31,207.4,0.41,209.4,205.4,AHR data,
2002,2002 Annual,Cancer Deaths,Michigan,26,204.4,0.22,206,202.8,AHR data,
2002,2002 Annual,Cancer Deaths,Minnesota,12,189.1,-0.74,191.3,186.9,AHR data,
2002,2002 Annual,Cancer Deaths,Mississippi,47,222.9,1.37,226.1,219.7,AHR data,
2002,2002 Annual,Cancer Deaths,Missouri,33,208.7,0.49,210.8,206.6,AHR data,
2002,2002 Annual,Cancer Deaths,Montana,19,195.4,-0.34,200.5,190.3,AHR data,
2002,2002 Annual,Cancer Deaths,Nebraska,8,185.4,-0.97,189,181.8,AHR data,
2002,2002 Annual,Cancer Deaths,Nevada,37,210.3,0.59,214.2,206.4,AHR data,
2002,2002 Annual,Cancer Deaths,New Hampshire,29,206.6,0.36,211.3,201.9,AHR data,
2002,2002 Annual,Cancer Deaths,New Jersey,35,208.9,0.5,210.6,207.2,AHR data,
2002,2002 Annual,Cancer Deaths,New Mexico,4,172.3,-1.78,175.9,168.7,AHR data,
2002,2002 Annual,Cancer Deaths,New York,17,194.4,-0.41,195.5,193.3,AHR data,
2002,2002 Annual,Cancer Deaths,North Carolina,27,204.6,0.23,206.4,202.8,AHR data,
2002,2002 Annual,Cancer Deaths,North Dakota,9,186.3,-0.91,192,180.6,AHR data,
2002,2002 Annual,Cancer Deaths,Ohio,42,214,0.82,215.5,212.5,AHR data,
2002,2002 Annual,Cancer Deaths,Oklahoma,28,205.4,0.28,208.1,202.7,AHR data,
2002,2002 Annual,Cancer Deaths,Oregon,23,199.9,-0.06,202.6,197.2,AHR data,
2002,2002 Annual,Cancer Deaths,Pennsylvania,32,208,0.44,209.3,206.7,AHR data,
2002,2002 Annual,Cancer Deaths,Rhode Island,34,208.8,0.49,213.5,204.1,AHR data,
2002,2002 Annual,Cancer Deaths,South Carolina,36,209.2,0.52,211.8,206.6,AHR data,
2002,2002 Annual,Cancer Deaths,South Dakota,16,191.9,-0.56,197.3,186.5,AHR data,
2002,2002 Annual,Cancer Deaths,Tennessee,46,215.4,0.9,217.6,213.2,AHR data,
2002,2002 Annual,Cancer Deaths,Texas,20,195.5,-0.34,196.7,194.3,AHR data,
2002,2002 Annual,Cancer Deaths,Utah,1,156.3,-2,159.9,152.7,AHR data,
2002,2002 Annual,Cancer Deaths,Vermont,24,200.6,-0.02,207,194.2,AHR data,
2002,2002 Annual,Cancer Deaths,Virginia,30,207.3,0.4,209.3,205.3,AHR data,
2002,2002 Annual,Cancer Deaths,Washington,18,195.2,-0.36,197.3,193.1,AHR data,
2002,2002 Annual,Cancer Deaths,West Virginia,48,224.8,1.49,228.5,221.1,AHR data,
2002,2002 Annual,Cancer Deaths,Wisconsin,21,196.2,-0.29,198.3,194.1,AHR data,
2002,2002 Annual,Cancer Deaths,Wyoming,11,188.4,-0.78,195.6,181.2,AHR data,
2002,2002 Annual,Cancer Deaths,United States,,200.9,,201.2,200.6,AHR data,
2002,2002 Annual,Cancer Deaths,District of Columbia,,241.2,,248.6,233.8,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Alabama,34,216,0.4,,216,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Alaska,4,178.6,-1.68,,178.6,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Arizona,9,191.5,-0.96,,191.5,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Arkansas,42,221.3,0.7,,221.3,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,California,10,193.2,-0.87,,193.2,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Colorado,3,176.9,-1.78,,176.9,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Connecticut,16,201.9,-0.38,,201.9,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Delaware,49,233.6,1.38,,233.6,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Florida,18,202.8,-0.33,,202.8,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Georgia,25,207.6,-0.07,,207.6,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Hawaii,1,143.4,-2,,143.4,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Idaho,7,181.9,-1.5,,181.9,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Illinois,31,215,0.35,,215,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Indiana,46,224.5,0.87,,224.5,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Iowa,17,202.4,-0.36,,202.4,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Kansas,13,198.4,-0.58,,198.4,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Kentucky,50,234.5,1.43,,234.5,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Louisiana,47,229.5,1.15,,229.5,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Maine,43,222.8,0.78,,222.8,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Maryland,33,215.7,0.38,,215.7,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Massachusetts,32,215.3,0.36,,215.3,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Michigan,24,207.3,-0.08,,207.3,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Minnesota,14,200.9,-0.44,,200.9,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Mississippi,39,220.2,0.63,,220.2,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Missouri,36,218.1,0.52,,218.1,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Montana,19,203.2,-0.31,,203.2,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Nebraska,11,195.6,-0.73,,195.6,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Nevada,40,220.3,0.64,,220.3,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,New Hampshire,25,207.6,-0.07,,207.6,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,New Jersey,37,219,0.57,,219,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,New Mexico,5,180.4,-1.58,,180.4,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,New York,15,201.7,-0.4,,201.7,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,North Carolina,27,208.3,-0.03,,208.3,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,North Dakota,8,185.9,-1.27,,185.9,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Ohio,41,220.6,0.66,,220.6,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Oklahoma,35,216.7,0.44,,216.7,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Oregon,22,206.8,-0.11,,206.8,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Pennsylvania,38,220,0.62,,220,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Rhode Island,45,223.5,0.82,,223.5,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,South Carolina,23,207.2,-0.09,,207.2,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,South Dakota,6,181.8,-1.5,,181.8,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Tennessee,44,223.4,0.81,,223.4,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Texas,20,204,-0.27,,204,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Utah,2,167.8,-2,,167.8,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Vermont,29,211.1,0.13,,211.1,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Virginia,30,213.5,0.26,,213.5,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Washington,20,204,-0.27,,204,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,West Virginia,48,229.9,1.17,,229.9,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Wisconsin,28,209.5,0.04,,209.5,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,Wyoming,12,195.8,-0.72,,195.8,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,United States,,208.8,,,208.8,AHR data,
2002,2002 Annual,Cancer Deaths-Race Adjusted,District of Columbia,,,,,,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Alabama,45,386.6,1.13,389.9,383.3,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Alaska,6,281.7,-1.41,293,270.4,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Arizona,8,287.3,-1.27,290,284.6,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Arkansas,44,380.4,0.98,384.5,376.3,AHR data,
2002,2002 Annual,Cardiovascular Deaths,California,26,328.1,-0.29,329.3,326.9,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Colorado,5,276.5,-1.54,279.8,273.2,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Connecticut,17,305.8,-0.83,309,302.6,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Delaware,27,328.6,-0.27,336,321.2,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Florida,20,308.2,-0.77,309.6,306.8,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Georgia,42,375.3,0.86,378,372.6,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Hawaii,4,273.8,-1.6,279.2,268.4,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Idaho,10,293.6,-1.12,299.2,288,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Illinois,34,348.8,0.22,350.7,346.9,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Indiana,38,362.7,0.55,365.5,359.9,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Iowa,23,319.1,-0.5,322.4,315.8,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Kansas,25,319.4,-0.5,323.1,315.7,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Kentucky,46,388.3,1.17,391.8,384.8,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Louisiana,43,378,0.92,381.5,374.5,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Maine,22,313.5,-0.64,318.7,308.3,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Maryland,30,334.8,-0.12,337.8,331.8,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Massachusetts,9,289.7,-1.22,292,287.4,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Michigan,39,371.2,0.76,373.4,369,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Minnesota,1,262.1,-1.89,264.7,259.5,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Mississippi,50,432.1,2,436.6,427.6,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Missouri,41,374.3,0.83,377.1,371.5,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Montana,7,287.1,-1.28,293.2,281,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Nebraska,18,307.9,-0.78,312.4,303.4,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Nevada,31,340,0,345.3,334.7,AHR data,
2002,2002 Annual,Cardiovascular Deaths,New Hampshire,21,310.1,-0.72,315.9,304.3,AHR data,
2002,2002 Annual,Cardiovascular Deaths,New Jersey,28,330.8,-0.22,333,328.6,AHR data,
2002,2002 Annual,Cardiovascular Deaths,New Mexico,3,271.2,-1.66,275.8,266.6,AHR data,
2002,2002 Annual,Cardiovascular Deaths,New York,35,355.5,0.38,357,354,AHR data,
2002,2002 Annual,Cardiovascular Deaths,North Carolina,36,357.6,0.43,360.1,355.1,AHR data,
2002,2002 Annual,Cardiovascular Deaths,North Dakota,14,298.2,-1.01,305.1,291.3,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Ohio,37,361.3,0.52,363.3,359.3,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Oklahoma,49,402.2,1.51,406,398.4,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Oregon,11,295.6,-1.07,298.8,292.4,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Pennsylvania,33,348.4,0.21,350.1,346.7,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Rhode Island,19,308.1,-0.77,313.7,302.5,AHR data,
2002,2002 Annual,Cardiovascular Deaths,South Carolina,40,373.5,0.81,377.1,369.9,AHR data,
2002,2002 Annual,Cardiovascular Deaths,South Dakota,16,304.6,-0.86,311.1,298.1,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Tennessee,47,391.5,1.25,394.5,388.5,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Texas,32,346.8,0.17,348.4,345.2,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Utah,2,267.6,-1.75,272.4,262.8,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Vermont,12,295.8,-1.07,303.5,288.1,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Virginia,29,334.6,-0.13,337.2,332,AHR data,
2002,2002 Annual,Cardiovascular Deaths,Washington,13,297.4,-1.03,300,294.8,AHR data,
