Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2014,2014 Annual,Air Pollution,New Mexico,9,7.1,-1.56,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,New York,18,8.5,-0.78,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,North Carolina,24,9,-0.5,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,North Dakota,3,5.4,-2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,Ohio,46,10.9,0.56,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,Oklahoma,33,9.7,-0.11,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,Oregon,8,6.9,-1.68,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,Pennsylvania,48,11.7,1.01,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,Rhode Island,17,8.4,-0.84,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,South Carolina,30,9.5,-0.22,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,South Dakota,4,6.3,-2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,Tennessee,30,9.5,-0.22,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,Texas,40,10.2,0.17,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,Utah,39,10.1,0.11,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,Vermont,6,6.4,-1.96,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,Virginia,19,8.7,-0.67,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,Washington,16,8.1,-1.01,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,West Virginia,34,9.8,-0.06,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,Wisconsin,27,9.3,-0.34,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,Wyoming,2,5,-2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,United States,,9.9,,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,Air Pollution,District of Columbia,,11.3,,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1 2017",2011-2013
2014,2014 Annual,All Determinants,Alaska,29,-0.058,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Alabama,41,-0.335,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,United States,,,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Arkansas,49,-0.655,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Arizona,28,-0.008,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,California,17,0.294,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Colorado,11,0.35,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Connecticut,4,0.56,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,District of Columbia,,,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Delaware,33,-0.126,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Florida,31,-0.098,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Georgia,40,-0.292,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Hawaii,3,0.567,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Iowa,25,0.074,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Idaho,20,0.229,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Illinois,30,-0.066,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Indiana,39,-0.257,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Kansas,27,0.003,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Kentucky,47,-0.487,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Louisiana,48,-0.53,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Massachusetts,2,0.597,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Maryland,16,0.305,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Maine,18,0.289,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Michigan,32,-0.1,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Minnesota,7,0.4,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Missouri,37,-0.241,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Mississippi,50,-0.661,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Montana,23,0.162,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,North Carolina,36,-0.173,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,North Dakota,13,0.333,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Nebraska,10,0.36,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,New Hampshire,5,0.518,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,New Jersey,12,0.337,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,New Mexico,34,-0.164,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Nevada,42,-0.373,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,New York,9,0.37,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Ohio,38,-0.249,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Oklahoma,45,-0.444,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Oregon,8,0.376,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Pennsylvania,26,0.054,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Rhode Island,15,0.307,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,South Carolina,46,-0.448,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,South Dakota,21,0.182,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Tennessee,44,-0.429,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Texas,35,-0.172,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Utah,6,0.468,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Virginia,19,0.241,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Vermont,1,0.709,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Washington,14,0.33,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Wisconsin,22,0.165,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,West Virginia,43,-0.403,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Determinants,Wyoming,24,0.118,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Alaska,6,0.183,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Alabama,49,-0.329,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,United States,,,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Arkansas,45,-0.279,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Arizona,32,-0.03,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,California,24,0.054,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Colorado,4,0.223,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Connecticut,7,0.178,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,District of Columbia,,,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Delaware,37,-0.1,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Florida,36,-0.051,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Georgia,32,-0.03,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Hawaii,1,0.344,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Iowa,13,0.142,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Idaho,16,0.108,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Illinois,31,-0.012,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Indiana,41,-0.124,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Kansas,18,0.074,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Kentucky,43,-0.265,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Louisiana,44,-0.273,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Massachusetts,11,0.144,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Maryland,25,0.05,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Maine,29,0.014,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Michigan,38,-0.105,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Minnesota,2,0.326,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Missouri,34,-0.04,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Mississippi,50,-0.339,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Montana,15,0.117,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,North Carolina,40,-0.114,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,North Dakota,5,0.217,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Nebraska,12,0.143,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,New Hampshire,8,0.16,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,New Jersey,14,0.136,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,New Mexico,30,-0.01,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Nevada,26,0.039,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,New York,28,0.019,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Ohio,39,-0.109,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Oklahoma,47,-0.299,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Oregon,27,0.032,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Pennsylvania,35,-0.045,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Rhode Island,22,0.06,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,South Carolina,42,-0.193,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,South Dakota,9,0.155,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Tennessee,46,-0.285,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Texas,21,0.063,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Utah,3,0.261,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Virginia,23,0.058,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Vermont,10,0.145,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Washington,19,0.069,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Wisconsin,20,0.067,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,West Virginia,48,-0.31,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,All Outcomes,Wyoming,17,0.091,,,,America's Health Rankings composite measure,2014
2014,2014 Annual,Binge Drinking,Alabama,2,11.2,-1.8,12.4,9.9,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Alaska,43,19.5,0.87,21.3,17.8,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Arizona,10,13.4,-1.09,15.4,11.4,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Arkansas,6,12.5,-1.38,14,11.1,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,California,34,17.4,0.19,18.5,16.4,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Colorado,39,18.5,0.55,19.4,17.5,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Connecticut,37,18.2,0.45,19.6,16.8,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Delaware,28,17,0.06,18.5,15.5,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Florida,19,15.6,-0.39,16.6,14.6,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Georgia,9,13.1,-1.19,14.2,12,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Hawaii,38,18.3,0.48,19.6,17,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Idaho,14,14.9,-0.61,16.4,13.4,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Illinois,48,21.8,1.61,23.5,20.1,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Indiana,16,15,-0.58,16,14,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Iowa,47,21.7,1.57,23,20.3,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Kansas,18,15.4,-0.45,16,14.7,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Kentucky,10,13.4,-1.09,14.5,12.3,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Louisiana,21,16.3,-0.16,18.2,14.5,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Maine,31,17.2,0.13,18.4,16,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Maryland,12,14.2,-0.84,15.2,13.2,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Massachusetts,42,19.4,0.84,20.5,18.3,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Michigan,40,18.9,0.67,19.9,17.9,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Minnesota,46,21,1.35,22.2,19.8,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Mississippi,5,12.4,-1.41,13.6,11.1,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Missouri,31,17.2,0.13,18.7,15.7,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Montana,45,20.8,1.29,22,19.6,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Nebraska,44,20,1.03,21,18.9,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Nevada,17,15.2,-0.51,17.1,13.2,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,New Hampshire,26,16.8,0,18.2,15.5,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,New Jersey,21,16.3,-0.16,17.3,15.3,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,New Mexico,13,14.5,-0.74,15.6,13.3,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,New York,34,17.4,0.19,18.5,16.2,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,North Carolina,8,13,-1.22,14.1,12,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,North Dakota,50,23.8,2,25.3,22.3,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Ohio,29,17.1,0.1,18.2,16,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Oklahoma,7,12.7,-1.32,13.7,11.6,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Oregon,23,16.5,-0.1,17.8,15.2,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Pennsylvania,31,17.2,0.13,18.1,16.2,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Rhode Island,36,17.8,0.32,19.3,16.4,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,South Carolina,14,14.9,-0.61,16,13.9,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,South Dakota,41,19.2,0.77,20.8,17.6,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Tennessee,1,9.6,-2,10.8,8.4,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Texas,25,16.7,-0.03,17.8,15.5,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Utah,4,12.3,-1.45,13.1,11.5,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Vermont,29,17.1,0.1,18.5,15.8,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Virginia,20,15.9,-0.29,17.1,14.8,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Washington,26,16.8,0,17.8,15.8,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,West Virginia,2,11.2,-1.8,12.2,10.1,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Wisconsin,49,22.5,1.83,24.2,20.8,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,Wyoming,24,16.6,-0.06,18.1,15.1,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,United States,,16.8,,,,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,Binge Drinking,District of Columbia,,22.4,,24.5,20.2,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,"Binge Drinking - $25-$49,999",Alabama,5,11.6,-1.09,14.6,8.6,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,"Binge Drinking - $25-$49,999",Alaska,30,15.3,0.21,19,11.7,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,"Binge Drinking - $25-$49,999",Arizona,11,12.6,-0.74,16.8,8.5,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,"Binge Drinking - $25-$49,999",Arkansas,15,13.1,-0.56,16.3,9.9,"CDC, Behavioral Risk Factor Surveillance System",2013
2014,2014 Annual,"Binge Drinking - $25-$49,999",California,48,19.7,1.76,22.4,16.9,"CDC, Behavioral Risk Factor Surveillance System",2013
